Wall time,Step,Value
1633619937.2530684,10,0.9233813285827637
1633619937.518382,37,0.8539685606956482
1633619937.7352333,59,0.797421932220459
1633619937.8628442,72,0.7684934139251709
1633619937.9312825,79,0.7534124255180359
1633619938.0191915,88,0.7352034449577332
1633619938.0777316,94,0.7285887598991394
1633619938.1071947,97,0.7242301106452942
1633619938.1169631,98,0.7230658531188965
1633619938.1464572,101,0.7207611203193665
1633619938.2051046,107,0.7154300212860107
1633619938.224578,109,0.7139169573783875
1633619938.4005353,127,0.70057612657547
1633619938.7627277,164,0.6771286725997925
1633619938.7823234,166,0.6755911111831665
1633619938.8508484,173,0.6710752248764038
1633619938.8606362,174,0.6696093082427979
1633619939.1457531,203,0.6537765860557556
1633619939.39311,228,0.6415459513664246
1633619939.4621103,235,0.638311505317688
1633619939.51153,240,0.6353469491004944
1633619939.6793156,257,0.6284792423248291
1633619939.6891277,258,0.6286441087722778
1633619939.7283823,262,0.6275559067726135
1633619939.885613,278,0.6203141212463379
1633619940.1312819,303,0.6087627410888672
1633619940.2194533,312,0.6053630113601685
1633619940.3870072,329,0.6006306409835815
1633619940.4262362,333,0.5991530418395996
1633619940.6561058,356,0.5910211801528931
1633619940.725142,363,0.5898810029029846
1633619940.7448466,365,0.5902296304702759
1633619940.8634663,377,0.5850738286972046
1633619940.902897,381,0.5827719569206238
1633619940.991114,390,0.580163836479187
1633619941.0597858,397,0.5783004760742188
1633619941.306067,422,0.5718242526054382
1633619941.473029,439,0.5679057836532593
1633619941.6131191,453,0.5625381469726562
1633619941.820606,474,0.5590811371803284
1633619941.8899508,481,0.5568336248397827
1633619941.9294515,485,0.5558686852455139
1633619942.0089002,493,0.5533213019371033
1633619942.0780735,500,0.5518125295639038
1633619942.2076223,513,0.5491784811019897
1633619942.2174566,514,0.5490333437919617
1633619942.2864976,521,0.5475917458534241
1633619942.2965534,522,0.5467563271522522
1633619942.375485,530,0.5452859401702881
1633619942.4543538,538,0.5440127849578857
1633619942.4742162,540,0.5429186820983887
1633619942.5627403,549,0.5407892465591431
1633619942.7119184,564,0.5376145243644714
1633619942.810029,574,0.5370352864265442
1633619942.9474547,588,0.5338169932365417
1633619943.1942616,613,0.5278393030166626
1633619943.2238214,616,0.5275760889053345
1633619943.243479,618,0.5275049805641174
1633619943.31326,625,0.5257517695426941
1633619943.4119737,635,0.5246347784996033
1633619943.620847,656,0.5219960808753967
1633619943.6699054,661,0.5211530923843384
1633619943.7188342,666,0.5203847289085388
1633619943.7681763,671,0.5183692574501038
1633619943.7780652,672,0.5183690786361694
1633619943.8770053,682,0.5166287422180176
1633619943.9164634,686,0.5161585807800293
1633619943.9459689,689,0.5155653953552246
1633619944.1146417,706,0.5132150650024414
1633619944.1951377,714,0.5109916925430298
1633619944.3235486,727,0.5094646215438843
1633619944.3630588,731,0.5076302886009216
1633619944.4420614,739,0.5076730251312256
1633619944.461805,741,0.5064751505851746
1633619944.7288694,768,0.5028818249702454
1633619945.0642898,802,0.49810105562210083
1633619945.134142,809,0.4977604150772095
1633619945.2031724,816,0.4972259998321533
1633619945.4401238,840,0.4955502152442932
1633619945.8355358,880,0.49310600757598877
1633619945.875054,884,0.49319690465927124
1633619945.8849292,885,0.49362891912460327
1633619946.131059,910,0.49217936396598816
1633619946.1702957,914,0.49222055077552795
1633619946.2094722,918,0.4916497468948364
1633619946.2487054,922,0.49241626262664795
1633619946.2585704,923,0.49265602231025696
1633619946.3174355,929,0.49292296171188354
1633619946.3272133,930,0.4927745759487152
1633619946.3860548,936,0.49253907799720764
1633619946.3957963,937,0.4928440749645233
1633619946.4252152,940,0.49336859583854675
